REPORT_DAT,SHIFT,OFFENSE,METHOD,BLOCK,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE
7/17/18 15:23,EVENING,THEFT F/AUTO,OTHERS,100  - 199 BLOCK OF CARROLL STREET NW,4,401,4,4B,Cluster 17,001702 2,1702,Precinct 63,18117516,398758,145213,7/17/18 14:42,
7/17/18 16:18,EVENING,THEFT/OTHER,OTHERS,3200 - 3275 BLOCK OF M STREET NW,2,206,2,2E,Cluster 4,000202 4,202,Precinct 6,18117533,394449,137479,7/17/18 15:30,7/17/18 16:00
7/17/18 18:07,EVENING,ROBBERY,KNIFE,600 - 699 BLOCK OF H STREET NW,1,102,2,2C,Cluster 8,005800 2,5800,Precinct 129,18117537,398185,136884,2/23/18 15:00,2/23/18 15:02
7/17/18 17:29,EVENING,ASSAULT W/DANGEROUS WEAPON,KNIFE,3500 - 3533 BLOCK OF GEORGIA AVENUE NW,4,409,1,1A,Cluster 2,003100 1,3100,Precinct 43,18117538,397932,140605,7/17/18 15:27,
7/17/18 20:15,EVENING,THEFT F/AUTO,OTHERS,1900 2199  BLOCK OF SAVANNAH TERRACE SE,7,704,8,8E,Cluster 38,007403 1,7403,Precinct 116,18117542,402071,131148,7/17/18 14:13,7/17/18 16:46
7/18/18 5:22,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,1106 - 1199 BLOCK OF MASSACHUSETTS AVENUE NW,3,307,2,2F,Cluster 8,010100 1,10100,Precinct 17,18117917,397588,137372,7/18/18 1:00,7/18/18 3:55
7/18/18 7:55,DAY,MOTOR VEHICLE THEFT,OTHERS,1300 - 1364 BLOCK OF D STREET NE,1,108,6,6A,Cluster 25,008001 3,8001,Precinct 81,18117933,401110,136326,7/18/18 0:01,7/18/18 6:30
7/18/18 10:28,DAY,THEFT F/AUTO,OTHERS,1634 - 1659 BLOCK OF 35TH STREET NW,2,206,2,2E,Cluster 4,000202 1,202,Precinct 6,18117940,393995,138269,7/18/18 7:00,7/18/18 7:49
7/18/18 7:59,DAY,THEFT/OTHER,OTHERS,3810 - 3899 BLOCK OF RESERVOIR ROAD NW,2,206,2,2E,Cluster 4,000201 1,201,Precinct 6,18117945,393499,138307,7/18/18 7:26,
7/18/18 8:43,DAY,THEFT F/AUTO,OTHERS,2000 2098  BLOCK OF 38TH STREET SE,6,606,7,7B,Cluster 35,007603 1,7603,Precinct 110,18117958,404147,132996,7/18/18 8:10,
7/18/18 9:36,DAY,THEFT/OTHER,OTHERS,3560 - 3599 BLOCK OF WARDER STREET NW,4,409,1,1A,Cluster 2,003200 2,3200,Precinct 43,18117971,398185,140730,7/18/18 8:25,
7/18/18 10:14,DAY,MOTOR VEHICLE THEFT,OTHERS,600 - 698 BLOCK OF KENNEDY STREET NE,4,406,5,5A,Cluster 19,009508 2,9508,Precinct 66,18118009,400172,143243,7/15/18 15:00,7/18/18 9:30
7/18/18 10:31,DAY,MOTOR VEHICLE THEFT,OTHERS,1200  - 1299 BLOCK OF HEMLOCK STREET NW,4,401,4,4A,Cluster 16,001600 2,1600,Precinct 62,18118018,397507,145917,7/18/18 9:43,
7/18/18 10:37,DAY,THEFT F/AUTO,OTHERS,1900 1979  BLOCK OF 37TH STREET NW,2,206,2,2E,Cluster 4,000300 3,300,Precinct 6,18118020,393683,138678,7/17/18 19:00,7/18/18 8:00
7/18/18 12:02,DAY,THEFT F/AUTO,OTHERS,4824 - 4899 BLOCK OF BRANDYWINE STREET NW,2,202,3,3E,Cluster 11,001001 3,1001,Precinct 31,18118051,391665,142425,7/17/18 12:00,7/18/18 10:00
7/18/18 12:37,DAY,THEFT/OTHER,OTHERS,1800 - 1823 BLOCK OF 14TH STREET NW,3,305,2,2B,Cluster 3,004300 2,4300,Precinct 141,18118068,397228,138511,7/18/18 11:45,
7/18/18 13:23,DAY,THEFT/OTHER,OTHERS,300  - 399 BLOCK OF RIGGS ROAD NE,4,406,4,4B,Cluster 19,009505 3,9505,Precinct 65,18118092,399852,143321,7/18/18 12:53,7/18/18 13:23
7/18/18 14:26,DAY,THEFT F/AUTO,OTHERS,200 - 249 BLOCK OF KENTUCKY AVENUE SE,1,108,6,6B,Cluster 26,006700 1,6700,Precinct 88,18118108,401055,135450,7/18/18 11:00,7/18/18 13:05
7/19/18 7:09,DAY,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF WATER STREET SE,1,106,6,6D,Cluster 27,007200 2,7200,Precinct 131,18118123,399887,133994,7/16/18 21:30,7/16/18 22:30
7/24/18 21:36,EVENING,THEFT/OTHER,OTHERS,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,5,505,5,5C,Cluster 22,009102 2,9102,Precinct 72,18122191,400840,139142,7/24/18 19:50,7/24/18 21:36
7/24/18 21:21,EVENING,THEFT/OTHER,OTHERS,1100 - 1199 BLOCK OF 24TH STREET NW,2,207,2,2A,Cluster 5,005500 2,5500,Precinct 4,18122209,395540,137406,7/24/18 13:00,7/24/18 19:00
7/24/18 22:35,EVENING,THEFT/OTHER,OTHERS,700 - 799 BLOCK OF H STREET NE,1,104,6,6C,Cluster 25,008302 1,8302,Precinct 83,18122210,400384,136927,7/24/18 20:50,7/24/18 21:21
7/24/18 21:50,EVENING,THEFT F/AUTO,OTHERS,300 - 399 BLOCK OF N STREET SW,1,105,6,6D,Cluster 9,011000 4,11000,Precinct 127,18122223,398556,134091,7/24/18 15:20,7/24/18 20:40
7/24/18 22:11,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF H STREET NE,1,104,6,6C,Cluster 25,008302 1,8302,Precinct 83,18122227,400233,136927,7/24/18 21:07,7/24/18 21:41
7/24/18 21:43,EVENING,THEFT/OTHER,OTHERS,2401 - 2499 BLOCK OF 14TH STREET NW,3,304,1,1B,Cluster 2,003700 3,3700,Precinct 23,18122231,397233,139278,7/24/18 19:15,7/24/18 20:30
7/24/18 22:24,EVENING,THEFT F/AUTO,OTHERS,900 - 999 BLOCK OF 13TH STREET NE,1,104,6,6A,Cluster 25,008410 1,8410,Precinct 82,18122244,401014,137086,7/24/18 19:30,7/24/18 21:00
7/24/18 22:51,EVENING,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF T STREET NW,3,305,1,1B,Cluster 3,004400 2,4400,Precinct 137,18122247,398054,138634,7/24/18 21:42,7/24/18 22:29
7/25/18 0:40,MIDNIGHT,THEFT F/AUTO,OTHERS,1300 - 1329 BLOCK OF Q STREET NW,3,307,2,2F,Cluster 7,005001 2,5001,Precinct 16,18122263,397375,138140,7/24/18 19:00,7/24/18 22:10
7/25/18 1:10,MIDNIGHT,THEFT F/AUTO,OTHERS,1200 - 1299 BLOCK OF 9TH STREET NW,3,307,2,2F,Cluster 7,004902 2,4902,Precinct 129,18122266,397920,137620,7/24/18 22:16,7/24/18 23:00
7/25/18 0:25,MIDNIGHT,THEFT F/AUTO,OTHERS,500 - 699 BLOCK OF COLUMBIA ROAD NW,3,302,1,1B,Cluster 2,003200 4,3200,Precinct 37,18122274,398159,140047,7/23/18 23:30,7/24/18 7:00
7/25/18 5:30,MIDNIGHT,THEFT/OTHER,OTHERS,4400 - 4499 BLOCK OF JAY STREET NE,6,602,7,7D,Cluster 31,007809 2,7809,Precinct 94,18122282,405344,137072,7/24/18 23:01,7/24/18 23:48
7/25/18 1:59,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,1100 - 1199 BLOCK OF H STREET NE,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,18122310,400790,136927,7/25/18 0:05,7/25/18 2:01
7/2/18 11:51,DAY,BURGLARY,OTHERS,1300  - 1399 BLOCK OF NICHOLSON STREET NW,4,403,4,4A,Cluster 18,002001 1,2001,Precinct 53,18107847,397264,143590,6/28/18 9:00,7/2/18 10:00
7/2/18 14:30,DAY,THEFT/OTHER,OTHERS,1 - 99 BLOCK OF O STREET NW,5,501,5,5E,Cluster 21,004600 1,4600,Precinct 19,18107854,399074,137856,7/2/18 10:34,7/2/18 11:57
7/2/18 12:08,DAY,THEFT/OTHER,OTHERS,400 - 499 BLOCK OF M STREET SE,1,106,6,6D,Cluster 27,007200 2,7200,Precinct 131,18107862,399995,134294,7/2/18 11:34,7/2/18 11:40
7/2/18 12:18,DAY,THEFT F/AUTO,OTHERS,50 - 199 BLOCK OF I STREET SW,1,105,6,6D,Cluster 9,010500 1,10500,Precinct 128,18107865,398975,134605,7/2/18 7:00,7/2/18 10:55
7/2/18 12:35,DAY,THEFT/OTHER,OTHERS,530 599  BLOCK OF NICHOLSON STREET NE,4,406,4,4B,Cluster 19,009507 1,9507,Precinct 65,18107872,400132,143575,6/30/18 10:30,7/2/18 10:00
7/2/18 13:02,DAY,THEFT F/AUTO,OTHERS,4700 - 4799 BLOCK OF CHESAPEAKE STREET NW,2,202,3,3E,Cluster 11,001001 3,1001,Precinct 31,18107890,391897,142574,7/2/18 12:17,7/2/18 12:18
7/2/18 13:25,DAY,MOTOR VEHICLE THEFT,OTHERS,3500 - 3899 BLOCK OF JAY STREET NE,6,601,7,7D,Cluster 30,009602 1,9602,Precinct 100,18107900,404579,137347,7/1/18 22:00,7/2/18 9:00
7/2/18 13:48,DAY,THEFT/OTHER,OTHERS,5200 - 5225 BLOCK OF 42ND STREET NW,2,202,3,3E,Cluster 11,001100 2,1100,Precinct 32,18107908,392890,143294,7/2/18 12:39,
7/2/18 13:41,DAY,THEFT F/AUTO,OTHERS,1800 - 1899 BLOCK OF CHANNING STREET NE,5,505,5,5C,Cluster 22,011100 3,11100,Precinct 72,18107913,401907,139388,7/1/18 23:30,7/2/18 11:30
7/2/18 14:16,DAY,THEFT/OTHER,OTHERS,1900 - 1999 BLOCK OF BLADENSBURG ROAD NE,5,503,5,5C,Cluster 23,011100 3,11100,Precinct 72,18107935,402333,138743,7/2/18 13:36,
7/2/18 15:42,EVENING,BURGLARY,OTHERS,5700  - 5717 BLOCK OF NORTH CAPITOL STREET,4,406,4,4B,Cluster 17,002102 1,2102,Precinct 64,18107943,399215,143464,7/2/18 13:03,
7/2/18 15:47,EVENING,THEFT F/AUTO,OTHERS,100 - 199 BLOCK OF RANDOLPH PLACE NW,5,501,5,5E,Cluster 21,003302 2,3302,Precinct 19,18107968,398862,138386,6/28/18 11:30,6/28/18 13:30
7/2/18 15:55,EVENING,THEFT/OTHER,OTHERS,2300 - 2399 BLOCK OF 13TH PLACE NE,5,505,5,5C,Cluster 22,009102 2,9102,Precinct 72,18107979,401118,139182,11/27/17 14:55,2/28/18 15:57
7/2/18 16:08,EVENING,MOTOR VEHICLE THEFT,OTHERS,4800 - 4899 BLOCK OF 36TH STREET NW,2,203,3,3F,Cluster 12,001100 4,1100,Precinct 33,18107983,393945,142757,7/1/18 14:30,7/2/18 9:00
7/2/18 17:30,EVENING,ROBBERY,OTHERS,5300 - 5399 BLOCK OF B STREET SE,6,604,7,7E,Cluster 33,009905 1,9905,Precinct 105,18107991,406531,135343,7/2/18 14:11,7/2/18 16:40
7/2/18 16:22,EVENING,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF 4TH STREET NE,5,501,5,5D,Cluster 23,008803 1,8803,Precinct 76,18108001,400121,137998,7/2/18 15:47,7/2/18 16:14
7/2/18 16:28,EVENING,MOTOR VEHICLE THEFT,OTHERS,4200 - 4399 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,6,602,7,7D,Cluster 30,007803 1,7803,Precinct 99,18108007,405127,137046,7/2/18 15:38,
7/2/18 16:29,EVENING,THEFT/OTHER,OTHERS,1 - 99 BLOCK OF 53RD STREET SE,6,604,7,7E,Cluster 33,009903 2,9903,Precinct 104,18108010,406438,135644,6/28/18 13:47,7/2/18 12:18
7/2/18 20:10,EVENING,SEX ABUSE,OTHERS,WISCONSIN AVENUE NW AND RESERVOIR ROAD NW,2,206,2,2E,Cluster 4,000202 1,202,Precinct 6,18108032,394260,138324,7/2/18 14:53,7/2/18 17:04
7/2/18 23:41,MIDNIGHT,BURGLARY,OTHERS,500  - 599 BLOCK OF DECATUR STREET NW,4,407,4,4C,Cluster 18,002201 2,2201,Precinct 55,18108048,398241,142283,7/2/18 16:38,7/2/18 18:29
7/2/18 20:27,EVENING,THEFT F/AUTO,OTHERS,3100 - 3199 BLOCK OF GEORGIA AVENUE NW,3,302,1,1A,Cluster 2,003100 1,3100,Precinct 38,18108060,397979,140183,7/2/18 17:04,7/2/18 17:52
7/2/18 17:47,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,1300 - 1399 BLOCK OF T STREET NW,3,305,1,1B,Cluster 3,004400 2,4400,Precinct 22,18108066,397329,138634,6/29/18 2:30,7/2/18 16:00
7/2/18 21:32,EVENING,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF 5TH STREET NE,5,501,5,5D,Cluster 23,008803 1,8803,Precinct 76,18108067,400212,137949,7/2/18 16:25,7/2/18 17:50
7/2/18 19:03,EVENING,ROBBERY,OTHERS,2200 - 2299 BLOCK OF 12TH PLACE NW,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,18108103,397500,139117,7/2/18 16:45,7/2/18 19:04
7/10/18 5:53,MIDNIGHT,THEFT/OTHER,OTHERS,900 - 999 BLOCK OF 9TH STREET NW,1,102,2,2C,Cluster 8,005800 1,5800,Precinct 129,18112743,397919,137069,7/9/18 19:00,7/10/18 3:00
7/10/18 5:27,MIDNIGHT,THEFT/OTHER,OTHERS,2500 - 2599 BLOCK OF SAVANNAH STREET SE,7,704,8,8B,Cluster 38,007409 1,7409,Precinct 116,18112744,402765,131175,7/10/18 4:29,
7/10/18 19:58,EVENING,THEFT F/AUTO,OTHERS,1  - 199 BLOCK OF WEBSTER STREET NW,4,407,4,4C,Cluster 18,002301 2,2301,Precinct 46,18112749,398877,141831,7/10/18 5:10,7/10/18 6:12
7/17/18 18:07,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF IRVING STREET NW,3,302,1,1A,Cluster 2,003000 2,3000,Precinct 39,18117548,397294,140084,7/16/18 17:46,7/17/18 4:00
7/17/18 17:04,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18117563,397497,136718,7/17/18 16:15,7/17/18 16:18
7/17/18 18:18,EVENING,THEFT F/AUTO,OTHERS,6500  - 6599 BLOCK OF PINEY BRANCH ROAD NW,4,402,4,4B,Cluster 17,001901 4,1901,Precinct 59,18117566,397769,144596,7/17/18 15:00,7/17/18 15:10
7/17/18 17:19,EVENING,THEFT F/AUTO,OTHERS,2800 - 2899 BLOCK OF N STREET SE,6,605,7,7B,Cluster 34,007709 2,7709,Precinct 111,18117570,402855,134087,7/16/18 17:00,7/17/18 16:30
7/18/18 9:47,DAY,THEFT F/AUTO,OTHERS,1 - 69 BLOCK OF OGLETHORPE STREET NW,4,406,4,4B,Cluster 17,009505 2,9505,Precinct 64,18117580,399349,143689,7/17/18 14:00,7/17/18 15:00
7/17/18 19:53,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF H STREET NE,1,104,6,6C,Cluster 25,008302 1,8302,Precinct 83,18117584,400233,136927,7/17/18 9:00,7/17/18 17:00
7/17/18 21:28,EVENING,THEFT/OTHER,OTHERS,100 - 299 BLOCK OF P STREET NW,5,501,5,5E,Cluster 21,004600 2,4600,Precinct 19,18117596,398814,137975,7/17/18 17:29,7/17/18 18:20
7/17/18 22:33,EVENING,MOTOR VEHICLE THEFT,OTHERS,2800 - 2899 BLOCK OF POMEROY ROAD SE,7,703,8,8C,Cluster 37,007401 2,7401,Precinct 119,18117624,400388,132003,7/16/18 14:30,
7/18/18 1:00,MIDNIGHT,THEFT/OTHER,OTHERS,500 - 503 BLOCK OF 12TH STREET SE,1,107,6,6B,Cluster 26,006900 1,6900,Precinct 91,18117635,400846,134967,7/17/18 17:57,7/17/18 17:59
7/17/18 19:07,EVENING,THEFT/OTHER,OTHERS,2000 - 2099 BLOCK OF 13TH STREET NW,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,18117640,397431,138854,7/17/18 11:00,7/17/18 17:00
7/17/18 19:21,EVENING,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF 31ST STREET SE,6,605,7,7B,Cluster 34,007709 1,7709,Precinct 132,18117658,403200,134446,7/16/18 23:00,7/17/18 7:00
7/17/18 20:10,EVENING,MOTOR VEHICLE THEFT,OTHERS,5150 - 5199 BLOCK OF SOUTHERN AVENUE SE,6,604,7,7E,Cluster 33,,,Precinct 106,18117660,406322,134580,7/17/18 18:44,7/17/18 19:27
7/17/18 19:42,EVENING,THEFT F/AUTO,OTHERS,2500 - 2599 BLOCK OF MINNESOTA AVENUE SE,6,605,7,7B,Cluster 34,007709 2,7709,Precinct 111,18117662,402637,134020,7/17/18 2:00,7/17/18 18:45
7/17/18 20:35,EVENING,THEFT/OTHER,OTHERS,1600  - 1699 BLOCK OF WEBSTER STREET NW,4,404,4,4A,Cluster 18,002600 2,2600,Precinct 48,18117666,396738,141790,7/17/18 19:04,7/17/18 19:50
7/17/18 19:46,EVENING,THEFT/OTHER,OTHERS,3800  - 3899 BLOCK OF GEORGIA AVENUE NW,4,404,4,4C,Cluster 18,002502 2,2502,Precinct 47,18117669,397868,141140,7/17/18 0:50,7/17/18 1:37
7/17/18 20:28,EVENING,THEFT/OTHER,OTHERS,1200 - 1229 BLOCK OF 1ST STREET NE,5,501,6,6C,Cluster 25,010600 2,10600,Precinct 83,18117676,399489,137576,7/17/18 19:18,7/17/18 20:18
7/17/18 21:23,EVENING,ROBBERY,GUN,200 - 249 BLOCK OF I STREET SE,1,106,6,6D,Cluster 27,007200 1,7200,Precinct 131,18117682,399719,134605,7/17/18 17:33,7/17/18 20:09
7/17/18 22:01,EVENING,THEFT F/AUTO,OTHERS,500 - 699 BLOCK OF 9TH STREET SE,1,107,6,6B,Cluster 26,007000 2,7000,Precinct 90,18117711,400541,134906,7/17/18 18:00,7/17/18 20:30
7/17/18 21:14,EVENING,THEFT/OTHER,OTHERS,1400 - 1431 BLOCK OF C STREET NE,1,108,6,6A,Cluster 25,008002 2,8002,Precinct 86,18117714,401297,136192,7/17/18 20:34,7/17/18 20:35
7/17/18 21:13,EVENING,THEFT/OTHER,OTHERS,1224 - 1299 BLOCK OF WISCONSIN AVENUE NW,2,206,2,2E,Cluster 4,000202 3,202,Precinct 6,18117747,394548,137621,7/17/18 20:44,7/17/18 21:13
7/24/18 14:44,DAY,THEFT F/AUTO,OTHERS,5000 - 5099 BLOCK OF 11TH STREET NE,4,405,5,5A,Cluster 20,009509 1,9509,Precinct 66,18121978,400720,142604,7/24/18 9:15,7/24/18 13:20
7/24/18 14:59,DAY,THEFT F/AUTO,OTHERS,6200  - 6299 BLOCK OF 4TH STREET NW,4,402,4,4B,Cluster 17,001902 2,1902,Precinct 59,18121986,398437,144181,7/24/18 6:00,7/24/18 14:00
7/24/18 15:33,EVENING,THEFT F/AUTO,OTHERS,700 - 753 BLOCK OF 7TH STREET SE,1,106,6,6B,Cluster 26,007000 1,7000,Precinct 90,18122002,400331,134740,7/24/18 13:45,7/24/18 14:00
7/24/18 15:40,EVENING,THEFT F/AUTO,OTHERS,1300 - 1319 BLOCK OF 22ND STREET NW,2,208,2,2B,Cluster 5,005500 2,5500,Precinct 14,18122007,395767,137746,7/23/18 10:00,7/24/18 15:40
7/24/18 17:26,EVENING,THEFT F/AUTO,OTHERS,2300 - 2399 BLOCK OF 36TH STREET SE,6,606,7,7B,Cluster 35,007603 3,7603,Precinct 110,18122014,403789,132579,7/23/18 22:00,7/24/18 4:00
7/24/18 16:00,EVENING,THEFT/OTHER,OTHERS,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,6,606,7,7B,Cluster 35,007603 2,7603,Precinct 113,18122015,402965,132500,7/24/18 14:56,
7/24/18 23:25,MIDNIGHT,THEFT F/AUTO,OTHERS,1300  - 1399 BLOCK OF NICHOLSON STREET NW,4,403,4,4A,Cluster 18,002001 1,2001,Precinct 53,18122017,397264,143590,7/24/18 14:18,7/24/18 16:42
7/25/18 1:24,MIDNIGHT,THEFT F/AUTO,OTHERS,1100 - 1199 BLOCK OF 15TH STREET NW,2,207,2,2B,Cluster 6,010100 2,10100,Precinct 17,18122323,397001,137426,7/14/18 21:45,7/15/18 9:30
7/25/18 3:15,MIDNIGHT,THEFT/OTHER,OTHERS,1805 - 1999 BLOCK OF RHODE ISLAND AVENUE NE,5,504,5,5C,Cluster 22,011100 2,11100,Precinct 72,18122337,401978,140078,7/25/18 1:18,7/25/18 2:58
7/25/18 3:50,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,OTHERS,1776 - 1799 BLOCK OF FLORIDA AVENUE NW,3,301,2,2B,Cluster 6,004201 2,4201,Precinct 141,18122345,396406,138780,7/25/18 2:20,7/25/18 2:22
7/25/18 4:19,MIDNIGHT,THEFT F/AUTO,OTHERS,1 - 99 BLOCK OF I STREET NW,1,103,6,6E,Cluster 8,004702 1,4702,Precinct 1,18122353,398977,137051,7/24/18 22:00,7/25/18 2:50
7/25/18 8:35,DAY,THEFT F/AUTO,OTHERS,200 - 239 BLOCK OF KENILWORTH AVENUE NE,6,603,7,7D,Cluster 32,009604 1,9604,Precinct 101,18122367,403779,136044,7/25/18 6:32,7/25/18 7:13
7/25/18 8:51,DAY,THEFT F/AUTO,OTHERS,3300 - 3399 BLOCK OF BAKER STREET NE,6,603,7,7D,Cluster 32,009604 1,9604,Precinct 101,18122370,403587,136104,7/25/18 6:45,7/25/18 7:59
7/26/18 10:58,DAY,THEFT F/AUTO,OTHERS,1300 - 1499 BLOCK OF KENILWORTH AVENUE NE,6,602,7,7D,Cluster 31,009601 1,9601,Precinct 92,18122372,405450,137846,7/25/18 7:14,7/25/18 7:37
7/25/18 8:19,DAY,THEFT/OTHER,OTHERS,6600  - 6699 BLOCK OF 2ND STREET NW,4,401,4,4B,Cluster 19,001702 2,1702,Precinct 63,18122382,398886,144739,7/25/18 7:46,
7/25/18 9:57,DAY,THEFT/OTHER,OTHERS,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,5,505,5,5C,Cluster 22,009102 2,9102,Precinct 72,18122404,400840,139142,7/25/18 8:53,
7/25/18 9:53,DAY,THEFT/OTHER,OTHERS,2800 - 2829 BLOCK OF Q STREET SE,6,607,7,7B,Cluster 34,007604 3,7604,Precinct 111,18122418,402840,133658,7/24/18 18:00,7/25/18 8:13
7/25/18 12:45,DAY,THEFT F/AUTO,OTHERS,600 - 629 BLOCK OF KENILWORTH TERRACE NE,6,601,7,7D,Cluster 30,009602 1,9602,Precinct 100,18122427,404308,136738,7/25/18 5:45,7/25/18 5:50
7/25/18 11:13,DAY,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF H STREET NE,1,104,6,6A,Cluster 25,008402 1,8402,Precinct 82,18122467,401135,136927,7/23/18 23:30,7/24/18 9:00
7/25/18 11:34,DAY,THEFT/OTHER,OTHERS,400 - 499 BLOCK OF 58TH STREET NE,6,608,7,7C,Cluster 31,007808 3,7808,Precinct 95,18122473,407132,136373,7/25/18 10:07,7/25/18 11:15
7/25/18 13:16,DAY,BURGLARY,OTHERS,1800 - 1899 BLOCK OF WYOMING AVENUE NW,3,303,1,1C,Cluster 1,004002 2,4002,Precinct 25,18122474,396256,138986,7/24/18 20:30,7/25/18 12:26
7/10/18 6:58,MIDNIGHT,THEFT F/AUTO,OTHERS,1610 - 1649 BLOCK OF HARVARD STREET NW,4,408,1,1C,Cluster 1,003900 1,3900,Precinct 35,18112752,396676,139920,7/9/18 15:30,7/10/18 5:30
7/10/18 9:40,DAY,MOTOR VEHICLE THEFT,OTHERS,1200 - 1299 BLOCK OF W STREET SE,7,701,8,8A,Cluster 28,007503 1,7503,Precinct 114,18112783,400972,132989,7/10/18 8:09,7/10/18 8:23
7/10/18 8:28,DAY,THEFT F/AUTO,OTHERS,5300 - 5399 BLOCK OF HAYES STREET NE,6,608,7,7C,Cluster 31,007807 2,7807,Precinct 95,18112785,406622,136861,7/10/18 7:49,
7/10/18 8:59,DAY,THEFT F/AUTO,OTHERS,3517 - 3648 BLOCK OF 16TH STREET NW,4,408,1,1D,Cluster 2,002701 4,2701,Precinct 40,18112794,396839,140889,7/9/18 20:00,7/10/18 7:45
7/10/18 9:05,DAY,MOTOR VEHICLE THEFT,OTHERS,1400 - 1499 BLOCK OF 14TH STREET NW,2,208,2,2F,Cluster 7,005201 3,5201,Precinct 16,18112803,397228,137931,7/1/18 9:05,7/10/18 9:05
7/10/18 9:29,DAY,THEFT F/AUTO,OTHERS,6300  - 6399 BLOCK OF 33RD STREET NW,2,201,4,3G,Cluster 10,001500 5,1500,Precinct 51,18112809,394247,145058,7/10/18 8:11,7/10/18 8:44
7/10/18 9:30,DAY,THEFT F/AUTO,OTHERS,1601 1699  BLOCK OF ARGONNE PLACE NW,3,303,1,1C,Cluster 1,003900 1,3900,Precinct 35,18112815,396670,139844,7/9/18 15:00,7/10/18 8:45
7/10/18 10:11,DAY,THEFT F/AUTO,OTHERS,400 499  BLOCK OF LEBAUM STREET SE,7,707,8,8C,Cluster 39,010400 2,10400,Precinct 123,18112837,399943,131197,7/9/18 19:30,7/10/18 8:50
7/10/18 10:35,DAY,THEFT F/AUTO,OTHERS,4200 - 4349 BLOCK OF MASSACHUSETTS AVENUE NW,2,204,3,3D,Cluster 14,000801 3,801,Precinct 10,18112853,392798,140886,7/10/18 10:06,
7/10/18 11:31,DAY,THEFT/OTHER,OTHERS,2300 - 3699 BLOCK OF NEW YORK AVENUE NE,5,503,5,5C,Cluster 24,011100 1,11100,Precinct 72,18112870,403023.68,138808.25,6/19/18 15:00,7/10/18 10:00
7/10/18 12:07,DAY,THEFT F/AUTO,OTHERS,1400 - 1599 BLOCK OF NEWTON STREET NW,4,409,1,1A,Cluster 2,002802 2,2802,Precinct 41,18112882,396999,140521,7/9/18 11:00,7/10/18 11:00
7/10/18 11:58,DAY,MOTOR VEHICLE THEFT,OTHERS,3400 - 3419 BLOCK OF NEWARK STREET NW,2,203,3,3C,Cluster 15,000600 3,600,Precinct 27,18112892,394195,140753,7/3/18 12:00,7/10/18 10:00
7/10/18 12:13,DAY,THEFT F/AUTO,OTHERS,1700  - 1799 BLOCK OF CRESTWOOD DRIVE NW,4,404,4,4A,Cluster 18,002600 1,2600,Precinct 47,18112899,396532,141175,6/29/18 7:00,7/10/18 11:00
7/10/18 12:42,DAY,THEFT F/AUTO,OTHERS,1700 - 1799 BLOCK OF RIGGS PLACE NW,3,301,2,2B,Cluster 6,004202 1,4202,Precinct 15,18112912,396460,138388,7/10/18 12:09,
7/10/18 13:04,DAY,THEFT F/AUTO,OTHERS,3300 - 3398 BLOCK OF CONNECTICUT AVENUE NW,2,203,3,3C,Cluster 15,000600 2,600,Precinct 27,18112917,395016.15,140658.57,7/10/18 12:22,
7/10/18 13:26,DAY,THEFT/OTHER,OTHERS,2100 - 2199 BLOCK OF H STREET NW,2,207,2,2A,Cluster 5,010800 3,10800,Precinct 2,18112943,395858,136859,7/10/18 12:18,
7/10/18 13:41,DAY,THEFT/OTHER,OTHERS,1900 - 1999 BLOCK OF FREDERICK DOUGLASS COURT SE,7,704,8,8E,Cluster 38,007404 1,7404,Precinct 117,18112951,401967,131593,7/10/18 11:15,7/10/18 12:00
7/10/18 14:10,DAY,THEFT/OTHER,OTHERS,1620 - 1699 BLOCK OF 16TH STREET NW,3,301,2,2B,Cluster 6,005301 4,5301,Precinct 15,18112965,396833,138264,7/10/18 13:45,
